,codigo_ocorrencia,codigo_ocorrencia1,codigo_ocorrencia2,codigo_ocorrencia3,codigo_ocorrencia4,ocorrencia_classificacao,ocorrencia_latitude,ocorrencia_longitude,ocorrencia_cidade,ocorrencia_uf,ocorrencia_pais,ocorrencia_aerodromo,ocorrencia_dia,ocorrencia_hora,investigacao_aeronave_liberada,investigacao_status,divulgacao_relatorio_numero,divulgacao_relatorio_publicado,divulgacao_dia_publicacao,total_recomendacoes,total_aeronaves_envolvidas,ocorrencia_saida_pista,ocorrencia_dia_raw,ocorrencia_mes,ocorrencia_ano,ocorrencia_hora_raw,ano_mes
1258,80098,80098,80098,80098,80098,INCIDENTE,-2.6675,-56.77027778,PARINTINS,AM,BRASIL,SWPI,29,11,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,5/29/2021 0:00,5,2021,1/1/1900 11:53,2021-05
1259,80097,80097,80097,80097,80097,INCIDENTE,-23.50666667,-46.63388889,SÃO PAULO,SP,BRASIL,SBMT,28,17,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,5/28/2021 0:00,5,2021,1/1/1900 17:45,2021-05
1260,80096,80096,80096,80096,80096,ACIDENTE,-25.44924,-49.13996,PIRAQUARA,PR,BRASIL,SISY,30,17,SIM,FINALIZADA,A-077/CENIPA/2021,SIM,3/30/2023,0,1,NÃO,5/30/2021 0:00,5,2021,1/1/1900 17:38,2021-05
1261,80095,80095,80095,80095,80095,INCIDENTE,-8.12638889,-34.92277778,RECIFE,PE,BRASIL,SBRF,14,22,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,4/14/2021 0:00,4,2021,1/1/1900 22:07,2021-04
1262,80094,80094,80094,80094,80094,INCIDENTE,-5.768888889,-35.36638889,SÃO GONÇALO DO AMARANTE,RN,BRASIL,SBSG,19,15,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,5/19/2021 0:00,5,2021,1/1/1900 15:29,2021-05
1263,80093,80093,80093,80093,80093,INCIDENTE GRAVE,-22.284044,-42.889404,TERESÓPOLIS,RJ,BRASIL,***,22,21,SIM,ATIVA,IG-075/CENIPA/2021,NÃO,,0,1,NÃO,5/22/2021 0:00,5,2021,1/1/1900 21:40,2021-05
1264,80092,80092,80092,80092,80092,ACIDENTE,-21.18527,-47.9075,RIBEIRÃO PRETO,SP,BRASIL,SDUL,13,20,SIM,FINALIZADA,A-072/CENIPA/2021,SIM,3/30/2023,0,1,NÃO,5/13/2021 0:00,5,2021,1/1/1900 20:25,2021-05
1265,80091,80091,80091,80091,80091,ACIDENTE,-21.77194444,-48.40555556,GAVIÃO PEIXOTO,SP,BRASIL,SBGP,13,19,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,5/13/2021 0:00,5,2021,1/1/1900 19:57,2021-05
1266,80090,80090,80090,80090,80090,INCIDENTE,-3.041111111,-60.05055556,MANAUS,AM,BRASIL,SBEG,11,7,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,5/11/2021 0:00,5,2021,1/1/1900 7:47,2021-05
1267,80089,80089,80089,80089,80089,ACIDENTE,-22.21027778,-47.34583333,LEME,SP,BRASIL,SDLL,18,14,SIM,ATIVA,A-074/CENIPA/2021,NÃO,,0,1,NÃO,5/18/2021 0:00,5,2021,1/1/1900 14:20,2021-05
1268,80088,80088,80088,80088,80088,INCIDENTE,-23.50694444,-43.63416667,SÃO PAULO,SP,BRASIL,SBMT,25,20,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,4/25/2021 0:00,4,2021,1/1/1900 20:18,2021-04
1269,80087,80087,80087,80087,80087,ACIDENTE,-16.59333333,-56.75222222,POCONÉ,MT,BRASIL,***,15,15,SIM,ATIVA,A-073/CENIPA/2021,NÃO,,0,1,NÃO,5/15/2021 0:00,5,2021,1/1/1900 15:20,2021-05
1270,80086,80086,80086,80086,80086,ACIDENTE,-19.547222,-54.417222,SÃO GABRIEL DO OESTE,MS,BRASIL,***,13,11,SIM,FINALIZADA,A-071/CENIPA/2021,SIM,11/3/2022,0,1,NÃO,5/13/2021 0:00,5,2021,1/1/1900 11:02,2021-05
1271,80085,80085,80085,80085,80085,INCIDENTE GRAVE,-2.543888889,-54.71055556,SANTARÉM,PA,BRASIL,SNCJ,13,19,SIM,FINALIZADA,,NÃO,,0,1,NÃO,5/13/2021 0:00,5,2021,1/1/1900 19:30,2021-05
1272,80084,80084,80084,80084,80084,INCIDENTE,-23.43555556,-46.47305556,GUARULHOS,SP,BRASIL,SBGR,11,7,SIM,FINALIZADA,***,NÃO,,0,1,SIM,5/11/2021 0:00,5,2021,1/1/1900 7:49,2021-05
1273,80083,80083,80083,80083,80083,ACIDENTE,-11.55333,-45.52944,RIACHÃO DAS NEVES,BA,BRASIL,***,11,20,SIM,ATIVA,A-070/CENIPA/2021,NÃO,,0,1,NÃO,5/11/2021 0:00,5,2021,1/1/1900 20:03,2021-05
1274,80082,80082,80082,80082,80082,INCIDENTE,-25.40333333,-49.23361111,CURITIBA,PR,BRASIL,SBBI,10,12,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,5/10/2021 0:00,5,2021,1/1/1900 12:23,2021-05
1275,80081,80081,80081,80081,80081,ACIDENTE,-20.90666667,-42.02722222,TOMBOS,MG,BRASIL,***,9,20,SIM,ATIVA,A-069/CENIPA/2021,NÃO,,0,1,NÃO,5/9/2021 0:00,5,2021,1/1/1900 20:00,2021-05
1276,80080,80080,80080,80080,80080,ACIDENTE,-19.98388,-43.96611,BELO HORIZONTE,MG,BRASIL,SIVB,8,12,SIM,ATIVA,A-068/CENIPA/2021,NÃO,,0,1,NÃO,5/8/2021 0:00,5,2021,1/1/1900 12:30,2021-05
1277,80079,80079,80079,80079,80079,ACIDENTE,-23.149722,-46.574722,ATIBAIA,SP,BRASIL,***,7,13,SIM,FINALIZADA,A-065/CENIPA/2021,SIM,11/3/2022,3,1,NÃO,5/7/2021 0:00,5,2021,1/1/1900 13:20,2021-05
1278,80078,80078,80078,80078,80078,INCIDENTE,-16.62583333,-49.34861111,GOIÂNIA,GO,BRASIL,**NI,8,19,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,5/8/2021 0:00,5,2021,1/1/1900 19:00,2021-05
1279,80077,80077,80077,80077,80077,ACIDENTE,-13.78416667,-50.29055556,MUNDO NOVO,GO,BRASIL,***,8,11,SIM,FINALIZADA,A-067/CENIPA/2021,SIM,3/30/2023,0,1,NÃO,5/8/2021 0:00,5,2021,1/1/1900 11:30,2021-05
1280,80076,80076,80076,80076,80076,ACIDENTE,-22.083889,-55.683333,PONTA PORÃ,MS,BRASIL,***,7,15,SIM,FINALIZADA,A-066/CENIPA/2021,SIM,3/23/2023,0,1,NÃO,5/7/2021 0:00,5,2021,1/1/1900 15:10,2021-05
1281,80075,80075,80075,80075,80075,ACIDENTE,-24.06682,-49.953274,ARAPOTI,PR,BRASIL,***,6,13,SIM,FINALIZADA,A-062/CENIPA/2021,SIM,3/23/2023,1,1,NÃO,5/6/2021 0:00,5,2021,1/1/1900 13:55,2021-05
1282,80074,80074,80074,80074,80074,ACIDENTE,-7.636333,-56.738083,ITAITUBA,PA,BRASIL,***,6,20,SIM,FINALIZADA,A-064/CENIPA/2021,SIM,11/3/2022,0,1,NÃO,5/6/2021 0:00,5,2021,1/1/1900 20:35,2021-05
1283,80073,80073,80073,80073,80073,ACIDENTE,-10.98472,-37.05166,ARACAJU,SE,BRASIL,***,6,14,SIM,FINALIZADA,A-063/CENIPA/2021,SIM,11/12/2021,2,1,NÃO,5/6/2021 0:00,5,2021,1/1/1900 14:57,2021-05
1284,80072,80072,80072,80072,80072,INCIDENTE,-16.67166667,-48.01027778,LUZIÂNIA,GO,BRASIL,SJGL,5,14,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,2/5/2021 0:00,2,2021,1/1/1900 14:00,2021-02
1285,80071,80071,80071,80071,80071,INCIDENTE,-22.979967,-46.536239,BRAGANÇA PAULISTA,SP,BRASIL,SBBP,4,13,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,5/4/2021 0:00,5,2021,1/1/1900 13:15,2021-05
1286,80070,80070,80070,80070,80070,INCIDENTE,-5.060555556,-42.82444444,CAMPINAS,SP,BRASIL,SBKP,5,14,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,5/5/2021 0:00,5,2021,1/1/1900 14:23,2021-05
1287,80069,80069,80069,80069,80069,INCIDENTE,-3.038888889,-60.04611111,MANAUS,AM,BRASIL,SBEG,1,15,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,5/1/2021 0:00,5,2021,1/1/1900 15:15,2021-05
1288,80068,80068,80068,80068,80068,INCIDENTE,-26.878611,-48.650833,NAVEGANTES,SC,BRASIL,SBNF,26,12,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,4/26/2021 0:00,4,2021,1/1/1900 12:01,2021-04
1289,80067,80067,80067,80067,80067,INCIDENTE,-23.18166667,-46.94361111,JUNDIAÍ,SP,BRASIL,SBJD,1,12,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,5/1/2021 0:00,5,2021,1/1/1900 12:57,2021-05
1290,80066,80066,80066,80066,80066,INCIDENTE,-22.97527778,-44.30722222,ANGRA DOS REIS,RJ,BRASIL,SDAG,3,11,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,5/3/2021 0:00,5,2021,1/1/1900 11:30,2021-05
1291,80065,80065,80065,80065,80065,INCIDENTE GRAVE,-17.005833,-56.459444,BARÃO DE MELGAÇO,MT,BRASIL,**NI,2,18,SIM,FINALIZADA,***,NÃO,,0,1,SIM,5/2/2021 0:00,5,2021,1/1/1900 18:30,2021-05
1292,80064,80064,80064,80064,80064,ACIDENTE,-23.50666667,-46.63388889,SÃO PAULO,SP,BRASIL,SBMT,3,16,SIM,FINALIZADA,A-061/CENIPA/2021,SIM,4/17/2023,1,1,NÃO,5/3/2021 0:00,5,2021,1/1/1900 16:30,2021-05
1293,80063,80063,80063,80063,80063,INCIDENTE GRAVE,-16.63194444,-49.22083333,GOIÂNIA,GO,BRASIL,SBGO,1,22,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,5/1/2021 0:00,5,2021,1/1/1900 22:00,2021-05
1294,80062,80062,80062,80062,80062,ACIDENTE,-11.60805556,-55.86,IPIRANGA DO NORTE,MT,BRASIL,***,30,16,SIM,FINALIZADA,A-060/CENIPA/2021,NÃO,,0,1,NÃO,4/30/2021 0:00,4,2021,1/1/1900 16:10,2021-04
1295,80061,80061,80061,80061,80061,INCIDENTE,-22.81,-43.25055556,RIO DE JANEIRO,RJ,BRASIL,SBGL,29,10,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,4/29/2021 0:00,4,2021,1/1/1900 10:00,2021-04
1296,80059,80059,80059,80059,80059,INCIDENTE,-22.295556,-53.848889,IVINHEMA,MS,BRASIL,**NI,27,11,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,4/27/2014 0:00,4,2014,1/1/1900 11:30,2014-04
1297,80058,80058,80058,80058,80058,INCIDENTE,-19.8425,-44.60083333,PARÁ DE MINAS,MG,BRASIL,***,17,14,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,3/17/2021 0:00,3,2021,1/1/1900 14:18,2021-03
1298,80056,80056,80056,80056,80056,INCIDENTE GRAVE,-20.2075,-50.28027778,FERNANDÓPOLIS,SP,BRASIL,***,28,11,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,4/28/2021 0:00,4,2021,1/1/1900 11:20,2021-04
1299,80055,80055,80055,80055,80055,INCIDENTE,-29.71972222,-51.48861111,MONTENEGRO,RS,BRASIL,SSNG,16,13,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,4/16/2021 0:00,4,2021,1/1/1900 13:10,2021-04
1300,80053,80053,80053,80053,80053,INCIDENTE,-23.43555556,-46.47305556,SÃO PAULO,SP,BRASIL,SBGR,13,23,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,3/13/2021 0:00,3,2021,1/1/1900 23:55,2021-03
1301,80052,80052,80052,80052,80052,INCIDENTE,-15.177222,-54.249167,PRIMAVERA DO LESTE,MT,BRASIL,**NI,24,9,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,4/24/2021 0:00,4,2021,1/1/1900 9:50,2021-04
1302,80051,80051,80051,80051,80051,INCIDENTE,-20.469444,-54.670278,CAMPO GRANDE,MS,BRASIL,SBCG,25,22,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,4/25/2021 0:00,4,2021,1/1/1900 22:00,2021-04
1303,80050,80050,80050,80050,80050,ACIDENTE,-22.626944,-48.471111,SÃO MANUEL,SP,BRASIL,***,24,11,SIM,FINALIZADA,A-059/CENIPA/2021,SIM,5/31/2023,0,1,NÃO,4/24/2021 0:00,4,2021,1/1/1900 11:30,2021-04
1304,80049,80049,80049,80049,80049,INCIDENTE,-22.47861,-44.47888,RESENDE,RJ,BRASIL,SDRS,23,13,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,4/23/2021 0:00,4,2021,1/1/1900 13:34,2021-04
1305,80048,80048,80048,80048,80048,INCIDENTE,-22.85916667,-47.10805556,CAMPINAS,SP,BRASIL,SDAM,24,14,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,4/24/2021 0:00,4,2021,1/1/1900 14:00,2021-04
1306,80046,80046,80046,80046,80046,ACIDENTE,-16.3625,-48.928056,ANÁPOLIS,GO,BRASIL,SWNS,23,12,SIM,ATIVA,A-058/CENIPA/2021,NÃO,,0,1,NÃO,4/23/2021 0:00,4,2021,1/1/1900 12:30,2021-04
1307,80045,80045,80045,80045,80045,INCIDENTE,-22.85916667,-47.10805556,CAMPINAS,SP,BRASIL,SDAM,25,18,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,4/25/2021 0:00,4,2021,1/1/1900 18:24,2021-04
1308,80044,80044,80044,80044,80044,INCIDENTE,-15.876944,-47.916389,BRASÍLIA,DF,BRASIL,SBBR,20,10,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,4/20/2021 0:00,4,2021,1/1/1900 10:56,2021-04
1309,80043,80043,80043,80043,80043,INCIDENTE,-15.65,-56.1175,VÁRZEA GRANDE,MT,BRASIL,SBCY,16,21,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,4/16/2021 0:00,4,2021,1/1/1900 21:33,2021-04
1310,80042,80042,80042,80042,80042,ACIDENTE,-19.85194,-43.95055,BELO HORIZONTE,MG,BRASIL,SBBH,20,16,SIM,ATIVA,A-057/CENIPA/2021,NÃO,,0,1,SIM,4/20/2021 0:00,4,2021,1/1/1900 16:52,2021-04
1311,80041,80041,80041,80041,80041,INCIDENTE,-23.43555556,-46.47305556,GUARULHOS,SP,BRASIL,SBGR,14,20,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,3/14/2021 0:00,3,2021,1/1/1900 20:08,2021-03
1312,80040,80040,80040,80040,80040,INCIDENTE,-1.38,-48.47639,BELÉM,PA,BRASIL,SBBE,20,17,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,4/20/2021 0:00,4,2021,1/1/1900 17:10,2021-04
1313,80039,80039,80039,80039,80039,INCIDENTE,-23.00694444,-47.13444444,CAMPINAS,SP,BRASIL,SBKP,16,12,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,4/16/2021 0:00,4,2021,1/1/1900 12:07,2021-04
1314,80038,80038,80038,80038,80038,INCIDENTE,-23.00694444,-47.13444444,CAMPINAS,SP,BRASIL,SBKP,16,14,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,4/16/2021 0:00,4,2021,1/1/1900 14:00,2021-04
1315,80037,80037,80037,80037,80037,ACIDENTE,-21.82944444,-52.17722222,PRESIDENTE EPITÁCIO,SP,BRASIL,***,15,18,SIM,FINALIZADA,A-056/CENIPA/2021,SIM,5/31/2023,2,1,NÃO,4/15/2021 0:00,4,2021,1/1/1900 18:00,2021-04
1316,80035,80035,80035,80035,80035,INCIDENTE,-5.001944444,-65.975,CARAUARI,AM,BRASIL,***,15,15,SIM,FINALIZADA,I-055/CENIPA/2021,SIM,3/23/2023,1,1,NÃO,4/15/2021 0:00,4,2021,1/1/1900 15:05,2021-04
1317,80034,80034,80034,80034,80034,INCIDENTE GRAVE,-22.1775,-55.608889,PONTA PORÃ,MS,BRASIL,***,15,14,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,4/15/2021 0:00,4,2021,1/1/1900 14:00,2021-04
1318,80033,80033,80033,80033,80033,INCIDENTE GRAVE,-11.13111111,-58.60416667,CASTANHEIRA,MT,BRASIL,***,31,0,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,3/31/2021 0:00,3,2021,1/1/1900 0:00,2021-03
1319,80032,80032,80032,80032,80032,INCIDENTE GRAVE,-9.446388889,-70.48277778,SANTA ROSA DO PURUS,AC,BRASIL,SSRA,13,17,SIM,FINALIZADA,***,NÃO,,0,1,SIM,4/13/2021 0:00,4,2021,1/1/1900 17:15,2021-04
1320,80031,80031,80031,80031,80031,INCIDENTE GRAVE,-21.36194444,-45.46916667,TRÊS PONTAS,MG,BRASIL,***,11,19,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,4/11/2021 0:00,4,2021,1/1/1900 19:30,2021-04
1321,80030,80030,80030,80030,80030,INCIDENTE,-12.90861,-38.3225,SALVADOR,BA,BRASIL,SBSV,13,10,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,4/13/2021 0:00,4,2021,1/1/1900 10:10,2021-04
1322,80029,80029,80029,80029,80029,INCIDENTE,-22.81,-43.25055556,RIO DE JANEIRO,RJ,BRASIL,SBGL,12,20,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,4/12/2021 0:00,4,2021,1/1/1900 20:24,2021-04
1323,80028,80028,80028,80028,80028,INCIDENTE,-1.38472,-48.47888,BRASÍLIA,DF,BRASIL,SBBR,9,18,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,4/9/2021 0:00,4,2021,1/1/1900 18:32,2021-04
1324,80027,80027,80027,80027,80027,INCIDENTE,-29.99472222,-51.17111111,PORTO ALEGRE,RS,BRASIL,SBPA,7,19,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,4/7/2021 0:00,4,2021,1/1/1900 19:47,2021-04
1325,80026,80026,80026,80026,80026,INCIDENTE,-3.041111111,-60.05055556,MANAUS,AM,BRASIL,SBEG,4,8,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,4/4/2021 0:00,4,2021,1/1/1900 8:31,2021-04
1326,80025,80025,80025,80025,80025,INCIDENTE,-1.384722222,-48.47888889,BELÉM,PA,BRASIL,SBBE,31,17,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,3/31/2021 0:00,3,2021,1/1/1900 17:58,2021-03
1327,80024,80024,80024,80024,80024,INCIDENTE,-23.00694444,-47.13444444,CAMPINAS,SP,BRASIL,SBKP,31,8,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,3/31/2021 0:00,3,2021,1/1/1900 8:00,2021-03
1328,80023,80023,80023,80023,80023,INCIDENTE,-29.99388889,-51.17111111,PORTO ALEGRE,RS,BRASIL,SBPA,29,18,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,3/29/2021 0:00,3,2021,1/1/1900 18:24,2021-03
1329,80022,80022,80022,80022,80022,INCIDENTE,-21.51305556,-43.17305556,GOIANÁ,MG,BRASIL,SBZM,13,16,SIM,FINALIZADA,A DEFINIR,NÃO,,0,1,NÃO,4/13/2021 0:00,4,2021,1/1/1900 16:06,2021-04
1330,80021,80021,80021,80021,80021,INCIDENTE,-16.70611111,-43.82194444,MONTES CLAROS,MG,BRASIL,***,14,17,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,4/14/2021 0:00,4,2021,1/1/1900 17:35,2021-04
1331,80020,80020,80020,80020,80020,INCIDENTE,-22.75944444,-40.68583333,VITÓRIA,ES,BRASIL,***,13,16,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,4/13/2021 0:00,4,2021,1/1/1900 16:30,2021-04
1332,80019,80019,80019,80019,80019,ACIDENTE,-13.42083333,-55.85027778,NOVA MUTUM,MT,BRASIL,***,12,11,SIM,FINALIZADA,A-054/CENIPA/2021,SIM,12/5/2022,0,1,SIM,4/12/2021 0:00,4,2021,1/1/1900 11:00,2021-04
1333,80018,80018,80018,80018,80018,INCIDENTE,-20.25805556,-40.28638889,VITÓRIA,ES,BRASIL,SBVT,8,19,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,4/8/2021 0:00,4,2021,1/1/1900 19:05,2021-04
1334,80017,80017,80017,80017,80017,INCIDENTE GRAVE,-16.62583333,-49.34861111,GOIÂNIA,GO,BRASIL,**NI,9,13,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,4/9/2021 0:00,4,2021,1/1/1900 13:00,2021-04
1335,80015,80015,80015,80015,80015,INCIDENTE,-20.25805556,-40.28638889,VITÓRIA,ES,BRASIL,SBVT,8,11,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,4/8/2021 0:00,4,2021,1/1/1900 11:03,2021-04
1336,80014,80014,80014,80014,80014,INCIDENTE GRAVE,-17.83611111,-50.95611111,RIO VERDE,GO,BRASIL,SWLC,6,17,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,4/6/2021 0:00,4,2021,1/1/1900 17:50,2021-04
1337,80012,80012,80012,80012,80012,INCIDENTE,-23.29583,-41.20777,MACAÉ,RJ,BRASIL,**NI,29,18,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,3/29/2021 0:00,3,2021,1/1/1900 18:05,2021-03
1338,80011,80011,80011,80011,80011,ACIDENTE,-20.1325,-48.03472222,PLANURA,MG,BRASIL,***,1,12,NÃO,ATIVA,A-053/CENIPA/2021,NÃO,,0,1,NÃO,4/1/2021 0:00,4,2021,1/1/1900 12:45,2021-04
1339,80007,80007,80007,80007,80007,INCIDENTE GRAVE,-3.940555556,-38.37416667,AQUIRAZ,CE,BRASIL,***,31,20,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,3/31/2021 0:00,3,2021,1/1/1900 20:25,2021-03
1340,80006,80006,80006,80006,80006,ACIDENTE,-16.63,-49.565,TRINDADE,GO,BRASIL,***,6,18,SIM,FINALIZADA,A-161/CENIPA/2020,SIM,11/3/2022,0,1,NÃO,10/6/2020 0:00,10,2020,1/1/1900 18:00,2020-10
1341,80005,80005,80005,80005,80005,ACIDENTE,-14.67194444,-57.44055556,TANGARÁ DA SERRA,MT,BRASIL,SWTS,31,14,SIM,FINALIZADA,A-052/CENIPA/2021,SIM,11/3/2022,0,1,NÃO,3/31/2021 0:00,3,2021,1/1/1900 14:00,2021-03
1342,80004,80004,80004,80004,80004,INCIDENTE,-23.62611111,-46.65638889,SÃO PAULO,SP,BRASIL,SBSP,26,18,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,3/26/2021 0:00,3,2021,1/1/1900 18:40,2021-03
1343,80002,80002,80002,80002,80002,ACIDENTE,-16.01222222,-49.76444444,ITABERAÍ,GO,BRASIL,***,27,19,SIM,FINALIZADA,A-051/CENIPA/2021,SIM,9/21/2022,0,1,NÃO,3/27/2021 0:00,3,2021,1/1/1900 19:50,2021-03
1344,80001,80001,80001,80001,80001,INCIDENTE,-21.40916,-42.20083,RIO DE JANEIRO,RJ,BRASIL,***,27,15,SIM,FINALIZADA,A DEFINIR,NÃO,,0,1,NÃO,3/27/2021 0:00,3,2021,1/1/1900 15:27,2021-03
1345,79999,79999,79999,79999,79999,ACIDENTE,3.4261111111111004,-61.54111111,AMAJARI,RR,BRASIL,***,18,13,SIM,FINALIZADA,A-044/CENIPA/2021,SIM,7/8/2022,0,1,NÃO,3/18/2021 0:00,3,2021,1/1/1900 13:30,2021-03
1346,79997,79997,79997,79997,79997,ACIDENTE,-20.497487,-48.195861,MORRO AGUDO,SP,BRASIL,***,26,9,SIM,FINALIZADA,A-050/CENIPA/2021,SIM,8/5/2022,1,1,NÃO,3/26/2021 0:00,3,2021,1/1/1900 9:30,2021-03
1347,79996,79996,79996,79996,79996,ACIDENTE,-22.17833333,-51.41888889,PRESIDENTE PRUDENTE,SP,BRASIL,SBDN,23,17,SIM,ATIVA,A-049/CENIPA/2021,NÃO,,0,1,SIM,3/23/2021 0:00,3,2021,1/1/1900 17:35,2021-03
1348,79994,79994,79994,79994,79994,INCIDENTE GRAVE,-12.46388,-41.41972,LENÇÓIS,BA,BRASIL,***,25,20,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,3/25/2021 0:00,3,2021,1/1/1900 20:00,2021-03
1349,79992,79992,79992,79992,79992,ACIDENTE,-17.31055556,-49.02472222,PIRACANJUBA,GO,BRASIL,***,23,13,SIM,FINALIZADA,A-048/CENIPA/2021,SIM,9/21/2022,0,1,NÃO,3/23/2021 0:00,3,2021,1/1/1900 13:00,2021-03
1350,79991,79991,79991,79991,79991,INCIDENTE,-22.755278,-47.268056,AMERICANA,SP,BRASIL,SDAI,25,17,SIM,FINALIZADA,***,NÃO,,0,1,SIM,3/25/2021 0:00,3,2021,1/1/1900 17:35,2021-03
1351,79990,79990,79990,79990,79990,INCIDENTE GRAVE,-9.940278,-56.074444,ALTA FLORESTA,MT,BRASIL,SWEN,22,13,SIM,FINALIZADA,***,NÃO,,0,1,SIM,3/22/2021 0:00,3,2021,1/1/1900 13:30,2021-03
1352,79989,79989,79989,79989,79989,INCIDENTE GRAVE,-10.87055556,-61.84666667,JI-PARANÁ,RO,BRASIL,SBJI,22,21,SIM,FINALIZADA,IG-047/CENIPA/2021,SIM,11/3/2022,1,1,NÃO,3/22/2021 0:00,3,2021,1/1/1900 21:31,2021-03
1353,79988,79988,79988,79988,79988,INCIDENTE,-22.81,-43.250556,RIO DE JANEIRO,RJ,BRASIL,SBGL,20,19,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,3/20/2021 0:00,3,2021,1/1/1900 19:16,2021-03
1354,79985,79985,79985,79985,79985,INCIDENTE,-23.62611111,-46.65638889,SÃO PAULO,SP,BRASIL,SBSP,19,2,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,3/19/2021 0:00,3,2021,1/1/1900 2:50,2021-03
1355,79983,79983,79983,79983,79983,ACIDENTE,-28.2828874,-54.1722687,SANTO ÂNGELO,RS,BRASIL,SBNM,20,11,SIM,FINALIZADA,A-046/CENIPA/2021,SIM,8/5/2022,1,1,SIM,3/20/2021 0:00,3,2021,1/1/1900 11:25,2021-03
1356,79982,79982,79982,79982,79982,ACIDENTE,-24.86888889,-53.47555556,CASCAVEL,PR,BRASIL,***,20,21,SIM,FINALIZADA,A-045/CENIPA/2021,SIM,3/23/2023,0,1,NÃO,3/20/2021 0:00,3,2021,1/1/1900 21:31,2021-03
1357,79981,79981,79981,79981,79981,INCIDENTE,-0.889722222,-52.605,ALMEIRIM,PA,BRASIL,SBMD,14,17,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,3/14/2021 0:00,3,2021,1/1/1900 17:05,2021-03
1358,79979,79979,79979,79979,79979,INCIDENTE,-19.62444444,-43.97194444,BELO HORIZONTE,MG,BRASIL,SBCF,16,19,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,3/16/2021 0:00,3,2021,1/1/1900 19:40,2021-03
1359,79978,79978,79978,79978,79978,INCIDENTE,-23.00694444,-47.13444444,CAMPINAS,SP,BRASIL,SBKP,12,22,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,3/12/2021 0:00,3,2021,1/1/1900 22:30,2021-03
1360,79977,79977,79977,79977,79977,ACIDENTE,-17.329444,-56.593611,POCONÉ,MT,BRASIL,***,15,10,SIM,ATIVA,A-043/CENIPA/2021,NÃO,,0,1,NÃO,3/15/2021 0:00,3,2021,1/1/1900 10:35,2021-03
